,missing,expected
t_u,0,6331
t_l,0,6331
t_ip_u,0,6331
p_l,0,6331
p_i,0,6331
rh_l,0,6331
rh_i,0,6331
rh_l_cor,0,6331
dlr,73,6331
ulr,73,6331
dsr,68,6331
usr,68,6331
z_boom_u,95,6331
z_boom_l,0,6331
z_stakewspd_u,0,6331
wspd_l,0,6331
wspd_i,0,6331
