,missing,expected
t_u,0,45664
t_l,0,45664
t_ip_u,0,45664
p_l,0,45664
p_i,0,45664
rh_l,0,45664
rh_i,0,45664
rh_l_cor,0,45664
dlr,797,45664
ulr,797,45664
dsr,780,45664
usr,780,45664
z_boom_u,69,45664
z_boom_l,0,45664
z_stakewspd_u,0,45664
wspd_l,0,45664
wspd_i,0,45664
