,missing,expected
t_u,0,27960
t_l,0,27960
t_ip_u,0,27960
p_l,0,27960
p_i,0,27960
rh_l,0,27960
rh_i,0,27960
rh_l_cor,0,27960
dlr,0,27960
ulr,0,27960
dsr,0,27960
usr,0,27960
z_boom_u,0,27960
z_boom_l,0,27960
z_stakewspd_u,0,27960
wspd_l,0,27960
wspd_i,0,27960
