,missing,expected
t_u,0,13189
t_l,0,13189
t_ip_u,0,13189
p_l,0,13189
p_i,0,13189
rh_l,0,13189
rh_i,0,13189
rh_l_cor,0,13189
dlr,49,13189
ulr,49,13189
dsr,49,13189
usr,49,13189
z_boom_u,0,13189
z_boom_l,0,13189
z_stakewspd_u,0,13189
wspd_l,0,13189
wspd_i,0,13189
