,missing,expected
t_u,0,140063
t_l,0,140063
t_ip_u,0,140063
p_l,0,140063
p_i,0,140063
rh_l,0,140063
rh_i,3674,140063
rh_l_cor,0,140063
dlr,4273,140063
ulr,4273,140063
dsr,4251,140063
usr,4251,140063
z_boom_u,4511,140063
z_boom_l,0,140063
z_stakewspd_u,0,140063
wspd_l,0,140063
wspd_i,0,140063
