,missing,expected
t_u,0,3304
t_l,0,3304
t_ip_u,0,3304
p_l,0,3304
p_i,0,3304
rh_l,0,3304
rh_i,0,3304
rh_l_cor,0,3304
dlr,0,3304
ulr,0,3304
dsr,0,3304
usr,0,3304
z_boom_u,0,3304
z_boom_l,0,3304
z_stakewspd_u,0,3304
wspd_l,0,3304
wspd_i,0,3304
