,missing,expected
t_u,0,36922
t_l,0,36922
t_ip_u,0,36922
p_l,0,36922
p_i,0,36922
rh_l,0,36922
rh_i,0,36922
rh_l_cor,0,36922
dlr,276,36922
ulr,281,36922
dsr,0,36922
usr,0,36922
z_boom_u,0,36922
z_boom_l,0,36922
z_stakewspd_u,0,36922
wspd_l,0,36922
wspd_i,0,36922
