,missing,expected
t_u,0,20560
t_l,0,20560
t_ip_u,0,20560
p_l,0,20560
p_i,0,20560
rh_l,0,20560
rh_i,0,20560
rh_l_cor,0,20560
dlr,717,20560
ulr,717,20560
dsr,713,20560
usr,713,20560
z_boom_u,908,20560
z_boom_l,0,20560
z_stakewspd_u,0,20560
wspd_l,0,20560
wspd_i,0,20560
