,missing,expected
t_u,0,23932
t_l,0,23932
t_ip_u,0,23932
p_l,0,23932
p_i,0,23932
rh_l,0,23932
rh_i,0,23932
rh_l_cor,0,23932
dlr,98,23932
ulr,98,23932
dsr,98,23932
usr,98,23932
z_boom_u,2249,23932
z_boom_l,0,23932
z_stakewspd_u,0,23932
wspd_l,0,23932
wspd_i,0,23932
