,missing,expected
t_u,0,114010
t_l,0,114010
t_ip_u,0,114010
p_l,0,114010
p_i,0,114010
rh_l,0,114010
rh_i,0,114010
rh_l_cor,0,114010
dlr,2950,114010
ulr,4201,114010
dsr,2713,114010
usr,2713,114010
z_boom_u,534,114010
z_boom_l,0,114010
z_stakewspd_u,0,114010
wspd_l,0,114010
wspd_i,5656,114010
