,missing,expected
t_u,0,139662
t_l,0,139662
t_ip_u,0,139662
p_l,0,139662
p_i,0,139662
rh_l,0,139662
rh_i,0,139662
rh_l_cor,0,139662
dlr,2325,139662
ulr,5212,139662
dsr,5105,139662
usr,5105,139662
z_boom_u,3119,139662
z_boom_l,0,139662
z_stakewspd_u,0,139662
wspd_l,0,139662
wspd_i,0,139662
