,missing,expected
t_u,9256,129330
t_l,0,129330
t_ip_u,0,129330
p_l,0,129330
p_i,8917,129330
rh_l,0,129330
rh_i,8459,129330
rh_l_cor,0,129330
dlr,16408,129330
ulr,16408,129330
dsr,16003,129330
usr,16040,129330
z_boom_u,7046,129330
z_boom_l,0,129330
z_stakewspd_u,0,129330
wspd_l,0,129330
wspd_i,3365,129330
