,missing,expected
t_u,0,56003
t_l,0,56003
t_ip_u,0,56003
p_l,0,56003
p_i,0,56003
rh_l,0,56003
rh_i,0,56003
rh_l_cor,0,56003
dlr,54558,56003
ulr,54558,56003
dsr,53067,56003
usr,52995,56003
z_boom_u,2997,56003
z_boom_l,0,56003
z_stakewspd_u,0,56003
wspd_l,0,56003
wspd_i,0,56003
