,missing,expected
t_u,10,142095
t_l,8,142095
t_ip_u,0,142095
p_l,8,142095
p_i,8,142095
rh_l,8,142095
rh_i,8,142095
rh_l_cor,0,142095
dlr,2914,142095
ulr,2914,142095
dsr,2953,142095
usr,2953,142095
z_boom_u,7786,142095
z_boom_l,230,142095
z_stakewspd_u,0,142095
wspd_l,8,142095
wspd_i,8,142095
