,missing,expected
t_u,0,22018
t_l,0,22018
t_ip_u,0,22018
p_l,0,22018
p_i,3,22018
rh_l,0,22018
rh_i,0,22018
rh_l_cor,0,22018
dlr,0,22018
ulr,0,22018
dsr,0,22018
usr,0,22018
z_boom_u,0,22018
z_boom_l,0,22018
z_stakewspd_u,0,22018
wspd_l,0,22018
wspd_i,0,22018
