,missing,expected
t_u,0,11096
t_l,0,11096
t_ip_u,0,11096
p_l,0,11096
p_i,0,11096
rh_l,0,11096
rh_i,0,11096
rh_l_cor,0,11096
dlr,0,11096
ulr,0,11096
dsr,0,11096
usr,0,11096
z_boom_u,876,11096
z_boom_l,0,11096
z_stakewspd_u,0,11096
wspd_l,0,11096
wspd_i,0,11096
