,missing,expected
t_u,13238,87477
t_l,0,87477
t_ip_u,0,87477
p_l,0,87477
p_i,8656,87477
rh_l,0,87477
rh_i,7705,87477
rh_l_cor,0,87477
dlr,13596,87477
ulr,13706,87477
dsr,13064,87477
usr,12975,87477
z_boom_u,4502,87477
z_boom_l,0,87477
z_stakewspd_u,0,87477
wspd_l,0,87477
wspd_i,6850,87477
