,missing,expected
t_u,89,28881
t_l,0,28881
t_ip_u,0,28881
p_l,0,28881
p_i,0,28881
rh_l,0,28881
rh_i,0,28881
rh_l_cor,0,28881
dlr,96,28881
ulr,96,28881
dsr,2206,28881
usr,96,28881
z_boom_u,1211,28881
z_boom_l,0,28881
z_stakewspd_u,0,28881
wspd_l,0,28881
wspd_i,0,28881
