,missing,expected
t_u,0,33726
t_l,0,33726
t_ip_u,0,33726
p_l,1045,33726
p_i,956,33726
rh_l,0,33726
rh_i,0,33726
rh_l_cor,0,33726
dlr,1526,33726
ulr,1526,33726
dsr,1517,33726
usr,1517,33726
z_boom_u,1393,33726
z_boom_l,129,33726
z_stakewspd_u,0,33726
wspd_l,0,33726
wspd_i,0,33726
