,missing,expected
t_u,0,118681
t_l,0,118681
t_ip_u,0,118681
p_l,0,118681
p_i,70,118681
rh_l,0,118681
rh_i,0,118681
rh_l_cor,0,118681
dlr,2553,118681
ulr,2553,118681
dsr,2534,118681
usr,2534,118681
z_boom_u,2528,118681
z_boom_l,0,118681
z_stakewspd_u,0,118681
wspd_l,0,118681
wspd_i,0,118681
