,missing,expected
t_u,0,35795
t_l,15,35795
t_ip_u,0,35795
p_l,552,35795
p_i,300,35795
rh_l,18,35795
rh_i,1,35795
rh_l_cor,0,35795
dlr,768,35795
ulr,768,35795
dsr,755,35795
usr,755,35795
z_boom_u,15,35795
z_boom_l,42,35795
z_stakewspd_u,0,35795
wspd_l,3,35795
wspd_i,2,35795
