,missing,expected
t_u,0,22861
t_l,0,22861
t_ip_u,0,22861
p_l,0,22861
p_i,0,22861
rh_l,0,22861
rh_i,0,22861
rh_l_cor,0,22861
dlr,235,22861
ulr,235,22861
dsr,233,22861
usr,233,22861
z_boom_u,199,22861
z_boom_l,0,22861
z_stakewspd_u,0,22861
wspd_l,0,22861
wspd_i,0,22861
