,missing,expected
t_u,1355,23008
t_l,0,23008
t_ip_u,0,23008
p_l,0,23008
p_i,509,23008
rh_l,0,23008
rh_i,517,23008
rh_l_cor,0,23008
dlr,3282,23008
ulr,3282,23008
dsr,3516,23008
usr,3522,23008
z_boom_u,36,23008
z_boom_l,0,23008
z_stakewspd_u,0,23008
wspd_l,0,23008
wspd_i,40,23008
