,missing,expected
t_u,0,127926
t_l,0,127926
t_ip_u,0,127926
p_l,0,127926
p_i,0,127926
rh_l,0,127926
rh_i,0,127926
rh_l_cor,0,127926
dlr,0,127926
ulr,0,127926
dsr,0,127926
usr,0,127926
z_boom_u,1532,127926
z_boom_l,0,127926
z_stakewspd_u,0,127926
wspd_l,0,127926
wspd_i,0,127926
