,missing,expected
t_u,0,11079
t_l,0,11079
t_ip_u,0,11079
p_l,0,11079
p_i,0,11079
rh_l,0,11079
rh_i,0,11079
rh_l_cor,0,11079
dlr,0,11079
ulr,0,11079
dsr,0,11079
usr,0,11079
z_boom_u,201,11079
z_boom_l,0,11079
z_stakewspd_u,0,11079
wspd_l,0,11079
wspd_i,0,11079
