,missing,expected
t_u,0,139800
t_l,0,139800
t_ip_u,0,139800
p_l,0,139800
p_i,0,139800
rh_l,0,139800
rh_i,0,139800
rh_l_cor,0,139800
dlr,6899,139800
ulr,6899,139800
dsr,6572,139800
usr,6572,139800
z_boom_u,2879,139800
z_boom_l,0,139800
z_stakewspd_u,0,139800
wspd_l,0,139800
wspd_i,13349,139800
