,missing,expected
t_u,0,19546
t_l,0,19546
t_ip_u,0,19546
p_l,0,19546
p_i,0,19546
rh_l,0,19546
rh_i,0,19546
rh_l_cor,0,19546
dlr,3720,19546
ulr,3720,19546
dsr,3708,19546
usr,3704,19546
z_boom_u,1160,19546
z_boom_l,73,19546
z_stakewspd_u,0,19546
wspd_l,0,19546
wspd_i,0,19546
