,missing,expected
t_u,0,92290
t_l,0,92290
t_ip_u,0,92290
p_l,0,92290
p_i,0,92290
rh_l,0,92290
rh_i,0,92290
rh_l_cor,0,92290
dlr,5515,92290
ulr,5515,92290
dsr,5349,92290
usr,5349,92290
z_boom_u,1445,92290
z_boom_l,0,92290
z_stakewspd_u,0,92290
wspd_l,0,92290
wspd_i,0,92290
