,missing,expected
t_u,0,145618
t_l,0,145618
t_ip_u,0,145618
p_l,0,145618
p_i,25,145618
rh_l,0,145618
rh_i,3227,145618
rh_l_cor,0,145618
dlr,5918,145618
ulr,5915,145618
dsr,3671,145618
usr,3671,145618
z_boom_u,619,145618
z_boom_l,0,145618
z_stakewspd_u,0,145618
wspd_l,0,145618
wspd_i,0,145618
