,missing,expected
t_u,0,35523
t_l,0,35523
t_ip_u,0,35523
p_l,0,35523
p_i,0,35523
rh_l,0,35523
rh_i,0,35523
rh_l_cor,0,35523
dlr,13176,35523
ulr,13176,35523
dsr,12479,35523
usr,12479,35523
z_boom_u,1726,35523
z_boom_l,0,35523
z_stakewspd_u,0,35523
wspd_l,0,35523
wspd_i,150,35523
