,missing,expected
t_u,10236,135449
t_l,0,135449
t_ip_u,0,135449
p_l,0,135449
p_i,684,135449
rh_l,0,135449
rh_i,1809,135449
rh_l_cor,0,135449
dlr,12884,135449
ulr,12884,135449
dsr,12534,135449
usr,12523,135449
z_boom_u,9632,135449
z_boom_l,0,135449
z_stakewspd_u,0,135449
wspd_l,0,135449
wspd_i,1159,135449
