,missing,expected
t_u,0,151860
t_l,0,151860
t_ip_u,0,151860
p_l,0,151860
p_i,0,151860
rh_l,0,151860
rh_i,0,151860
rh_l_cor,0,151860
dlr,8890,151860
ulr,8890,151860
dsr,8880,151860
usr,8880,151860
z_boom_u,259,151860
z_boom_l,0,151860
z_stakewspd_u,0,151860
wspd_l,0,151860
wspd_i,0,151860
