,missing,expected
t_u,0,21552
t_l,0,21552
t_ip_u,0,21552
p_l,257,21552
p_i,472,21552
rh_l,0,21552
rh_i,0,21552
rh_l_cor,0,21552
dlr,4464,21552
ulr,4464,21552
dsr,4462,21552
usr,4462,21552
z_boom_u,2308,21552
z_boom_l,2678,21552
z_stakewspd_u,0,21552
wspd_l,9,21552
wspd_i,0,21552
