,missing,expected
t_u,0,93364
t_l,0,93364
t_ip_u,0,93364
p_l,0,93364
p_i,0,93364
rh_l,0,93364
rh_i,0,93364
rh_l_cor,0,93364
dlr,8992,93364
ulr,8992,93364
dsr,8396,93364
usr,8398,93364
z_boom_u,2479,93364
z_boom_l,0,93364
z_stakewspd_u,0,93364
wspd_l,0,93364
wspd_i,15,93364
