,missing,expected
t_u,0,83608
t_l,0,83608
t_ip_u,0,83608
p_l,0,83608
p_i,0,83608
rh_l,0,83608
rh_i,0,83608
rh_l_cor,0,83608
dlr,21010,83608
ulr,21010,83608
dsr,31150,83608
usr,31150,83608
z_boom_u,3595,83608
z_boom_l,0,83608
z_stakewspd_u,0,83608
wspd_l,0,83608
wspd_i,0,83608
