,missing,expected
t_u,605,13788
t_l,0,13788
t_ip_u,0,13788
p_l,0,13788
p_i,0,13788
rh_l,0,13788
rh_i,0,13788
rh_l_cor,0,13788
dlr,898,13788
ulr,898,13788
dsr,949,13788
usr,952,13788
z_boom_u,46,13788
z_boom_l,0,13788
z_stakewspd_u,0,13788
wspd_l,0,13788
wspd_i,0,13788
