,missing,expected
t_u,0,32912
t_l,0,32912
t_ip_u,0,32912
p_l,129,32912
p_i,0,32912
rh_l,4,32912
rh_i,0,32912
rh_l_cor,0,32912
dlr,2480,32912
ulr,2480,32912
dsr,2377,32912
usr,2378,32912
z_boom_u,10,32912
z_boom_l,34,32912
z_stakewspd_u,0,32912
wspd_l,0,32912
wspd_i,0,32912
