,missing,expected
t_u,0,130025
t_l,0,130025
t_ip_u,0,130025
p_l,0,130025
p_i,6,130025
rh_l,0,130025
rh_i,0,130025
rh_l_cor,0,130025
dlr,509,130025
ulr,509,130025
dsr,497,130025
usr,497,130025
z_boom_u,9228,130025
z_boom_l,0,130025
z_stakewspd_u,0,130025
wspd_l,0,130025
wspd_i,0,130025
