,missing,expected
t_u,0,11813
t_l,0,11813
t_ip_u,0,11813
p_l,0,11813
p_i,0,11813
rh_l,0,11813
rh_i,0,11813
rh_l_cor,0,11813
dlr,0,11813
ulr,0,11813
dsr,0,11813
usr,0,11813
z_boom_u,0,11813
z_boom_l,0,11813
z_stakewspd_u,0,11813
wspd_l,0,11813
wspd_i,0,11813
