,missing,expected
t_u,8,11118
t_l,0,11118
t_ip_u,0,11118
p_l,0,11118
p_i,0,11118
rh_l,0,11118
rh_i,0,11118
rh_l_cor,0,11118
dlr,0,11118
ulr,0,11118
dsr,0,11118
usr,0,11118
z_boom_u,163,11118
z_boom_l,0,11118
z_stakewspd_u,0,11118
wspd_l,0,11118
wspd_i,0,11118
