,missing,expected
t_u,0,13090
t_l,0,13090
t_ip_u,0,13090
p_l,0,13090
p_i,0,13090
rh_l,0,13090
rh_i,0,13090
rh_l_cor,0,13090
dlr,0,13090
ulr,0,13090
dsr,0,13090
usr,0,13090
z_boom_u,941,13090
z_boom_l,0,13090
z_stakewspd_u,0,13090
wspd_l,0,13090
wspd_i,0,13090
