,missing,expected
t_u,0,28899
t_l,0,28899
t_ip_u,0,28899
p_l,0,28899
p_i,0,28899
rh_l,0,28899
rh_i,0,28899
rh_l_cor,0,28899
dlr,120,28899
ulr,120,28899
dsr,120,28899
usr,120,28899
z_boom_u,3,28899
z_boom_l,0,28899
z_stakewspd_u,0,28899
wspd_l,0,28899
wspd_i,0,28899
