,missing,expected
t_u,0,19662
t_l,0,19662
t_ip_u,0,19662
p_l,0,19662
p_i,0,19662
rh_l,0,19662
rh_i,0,19662
rh_l_cor,0,19662
dlr,264,19662
ulr,264,19662
dsr,259,19662
usr,259,19662
z_boom_u,2857,19662
z_boom_l,0,19662
z_stakewspd_u,0,19662
wspd_l,0,19662
wspd_i,0,19662
