,missing,expected
t_u,0,5400
t_l,0,5400
t_ip_u,0,5400
p_l,0,5400
p_i,0,5400
rh_l,0,5400
rh_i,0,5400
rh_l_cor,0,5400
dlr,0,5400
ulr,0,5400
dsr,0,5400
usr,0,5400
z_boom_u,14,5400
z_boom_l,0,5400
z_stakewspd_u,0,5400
wspd_l,0,5400
wspd_i,0,5400
