,missing,expected
t_u,0,45844
t_l,0,45844
t_ip_u,0,45844
p_l,0,45844
p_i,432,45844
rh_l,0,45844
rh_i,0,45844
rh_l_cor,0,45844
dlr,3600,45844
ulr,3600,45844
dsr,3448,45844
usr,3445,45844
z_boom_u,283,45844
z_boom_l,0,45844
z_stakewspd_u,0,45844
wspd_l,0,45844
wspd_i,0,45844
