,missing,expected
t_u,0,28399
t_l,0,28399
t_ip_u,0,28399
p_l,932,28399
p_i,1058,28399
rh_l,0,28399
rh_i,0,28399
rh_l_cor,0,28399
dlr,1248,28399
ulr,1248,28399
dsr,1232,28399
usr,1232,28399
z_boom_u,0,28399
z_boom_l,0,28399
z_stakewspd_u,0,28399
wspd_l,0,28399
wspd_i,0,28399
