,missing,expected
t_u,10764,133563
t_l,0,133563
t_ip_u,0,133563
p_l,0,133563
p_i,8321,133563
rh_l,0,133563
rh_i,6104,133563
rh_l_cor,0,133563
dlr,14824,133563
ulr,14824,133563
dsr,13850,133563
usr,13855,133563
z_boom_u,10454,133563
z_boom_l,0,133563
z_stakewspd_u,0,133563
wspd_l,0,133563
wspd_i,5954,133563
