,missing,expected
t_u,0,83441
t_l,0,83441
t_ip_u,0,83441
p_l,0,83441
p_i,0,83441
rh_l,0,83441
rh_i,0,83441
rh_l_cor,0,83441
dlr,0,83441
ulr,0,83441
dsr,0,83441
usr,0,83441
z_boom_u,7493,83441
z_boom_l,0,83441
z_stakewspd_u,0,83441
wspd_l,0,83441
wspd_i,0,83441
